"","plot.id","easting","northing","disp","ivfr","phau","scam","sppa","band2","band3","band4","band5","ndvi","evi","ndwi","savi"
"135",7,365670.982,4303961.041,4,1,0,4,5,259,435,439,1869,0.619584055459272,1.39675717913655,-0.622395833333333,0.928772461571769
"136",9,365671.9276,4303961.414,0,3,0,4,6,259,435,439,1869,0.619584055459272,1.39675717913655,-0.622395833333333,0.928772461571769
"137",9,365671.9276,4303961.414,4,1,0,4,5,259,435,439,1869,0.619584055459272,1.39675717913655,-0.622395833333333,0.928772461571769
"138",10,365672.09,4303960.205,0,3,0,4,6,259,435,439,1869,0.619584055459272,1.39675717913655,-0.622395833333333,0.928772461571769
"139",10,365672.09,4303960.205,4,1,0,4,5,259,435,439,1869,0.619584055459272,1.39675717913655,-0.622395833333333,0.928772461571769
"140",11,365671.349,4303960.002,0,3,0,4,6,259,435,439,1869,0.619584055459272,1.39675717913655,-0.622395833333333,0.928772461571769
"141",11,365671.349,4303960.002,4,1,0,4,5,259,435,439,1869,0.619584055459272,1.39675717913655,-0.622395833333333,0.928772461571769
"142",12,365670.8875,4303961.096,0,3,0,4,6,259,435,439,1869,0.619584055459272,1.39675717913655,-0.622395833333333,0.928772461571769
"143",12,365670.8875,4303961.096,4,1,0,4,5,259,435,439,1869,0.619584055459272,1.39675717913655,-0.622395833333333,0.928772461571769
"144",14,365662.4043,4304176.912,3,0,0,0,0,340,532,479,558,0.0761812921890068,0.224177071509648,-0.0238532110091743,0.114106884930188
"145",15,365661.5503,4304176.755,3,0,0,0,0,288,502,452,1563,0.55136476426799,1.31385998107852,-0.513801452784504,0.82643193652368
"146",19,365662.4442,4304156.412,3,0,0,0,0,270,468,402,1635,0.605301914580265,1.5252350321623,-0.554921540656205,0.907284768211921
"147",20,365662.2901,4304157.286,3,0,0,0,0,270,468,402,1635,0.605301914580265,1.5252350321623,-0.554921540656205,0.907284768211921
"148",23,365662.7492,4304143.794,4,2,0,0,6,274,534,432,2451,0.700312174817898,1.68982256444593,-0.642211055276382,1.04992199687988
"149",24,365662.7919,4304144.912,4,2,0,0,6,274,534,432,2451,0.700312174817898,1.68982256444593,-0.642211055276382,1.04992199687988
"150",26,365663.3497,4304130.746,5,0,0,0,5,274,534,432,2451,0.700312174817898,1.68982256444593,-0.642211055276382,1.04992199687988
"151",27,365662.4909,4304130.647,4,2,0,0,6,274,534,432,2451,0.700312174817898,1.68982256444593,-0.642211055276382,1.04992199687988
"152",27,365662.4909,4304130.647,5,0,0,0,5,274,534,432,2451,0.700312174817898,1.68982256444593,-0.642211055276382,1.04992199687988
"153",28,365662.5707,4304131.571,4,2,0,0,6,274,534,432,2451,0.700312174817898,1.68982256444593,-0.642211055276382,1.04992199687988
"154",28,365662.5707,4304131.571,5,0,0,0,5,274,534,432,2451,0.700312174817898,1.68982256444593,-0.642211055276382,1.04992199687988
"155",31,365663.8751,4304109.609,4,1,0,0,6,285,533,494,2287,0.644732110751528,1.44016064257028,-0.621985815602837,0.966576819407008
"156",32,365663.9129,4304110.907,4,1,0,0,6,285,533,494,2287,0.644732110751528,1.44016064257028,-0.621985815602837,0.966576819407008
"157",35,365665.3185,4304077.597,5,2,0,4,6,266,490,440,2072,0.64968152866242,1.50220913107511,-0.617486338797814,0.973940720111398
"158",36,365665.4504,4304078.477,5,2,0,4,6,266,490,440,2072,0.64968152866242,1.50220913107511,-0.617486338797814,0.973940720111398
"159",37,365665.7342,4304070.99,3,4,0,3,5,266,490,440,2072,0.64968152866242,1.50220913107511,-0.617486338797814,0.973940720111398
"160",38,365665.6046,4304070.102,3,4,0,3,5,266,490,440,2072,0.64968152866242,1.50220913107511,-0.617486338797814,0.973940720111398
"161",39,365664.3616,4304070.294,5,2,0,4,6,266,490,440,2072,0.64968152866242,1.50220913107511,-0.617486338797814,0.973940720111398
"162",39,365664.3616,4304070.294,3,4,0,3,5,266,490,440,2072,0.64968152866242,1.50220913107511,-0.617486338797814,0.973940720111398
"163",40,365664.5335,4304071.199,5,2,0,4,6,266,490,440,2072,0.64968152866242,1.50220913107511,-0.617486338797814,0.973940720111398
"164",40,365664.5335,4304071.199,3,4,0,3,5,266,490,440,2072,0.64968152866242,1.50220913107511,-0.617486338797814,0.973940720111398
"165",41,365664.9221,4304052.16,3,4,0,3,5,250,441,391,1924,0.662203023758099,1.60087719298246,-0.627061310782241,0.992661342542629
"166",42,365664.9574,4304050.992,3,4,0,3,5,250,441,391,1924,0.662203023758099,1.60087719298246,-0.627061310782241,0.992661342542629
"167",43,365664.1971,4304050.846,3,4,0,3,5,250,441,391,1924,0.662203023758099,1.60087719298246,-0.627061310782241,0.992661342542629
"168",44,365663.7935,4304051.791,3,4,0,3,5,250,441,391,1924,0.662203023758099,1.60087719298246,-0.627061310782241,0.992661342542629
"169",44,365663.7935,4304051.791,3,4,0,3,6,250,441,391,1924,0.662203023758099,1.60087719298246,-0.627061310782241,0.992661342542629
"170",48,365667.3501,4304019.979,5,1,0,3,6,240,435,385,1966,0.672479795831561,1.5969696969697,-0.63765097875885,1.00807651434644
"171",51,365670.1027,4304006.391,5,2,0,0,2,240,435,385,1966,0.672479795831561,1.5969696969697,-0.63765097875885,1.00807651434644
"172",52,365669.4802,4304007.275,5,2,0,0,2,240,435,385,1966,0.672479795831561,1.5969696969697,-0.63765097875885,1.00807651434644
"173",53,365672.0426,4303980.628,0,3,0,4,6,251,436,393,2119,0.687101910828026,1.66377482166956,-0.658708414872798,1.03003779590213
"174",54,365671.9141,4303979.687,0,3,0,4,6,251,436,393,2119,0.687101910828026,1.66377482166956,-0.658708414872798,1.03003779590213
"175",55,365670.6986,4303979.756,0,3,0,4,6,251,436,393,2119,0.687101910828026,1.66377482166956,-0.658708414872798,1.03003779590213
"176",56,365670.7773,4303980.751,0,3,0,4,6,251,436,393,2119,0.687101910828026,1.66377482166956,-0.658708414872798,1.03003779590213
"177",59,365671.4794,4303944.737,4,1,0,4,5,259,435,439,1869,0.619584055459272,1.39675717913655,-0.622395833333333,0.928772461571769
"178",59,365671.4794,4303944.737,3,6,0,4,5,259,435,439,1869,0.619584055459272,1.39675717913655,-0.622395833333333,0.928772461571769
"179",60,365671.4108,4303945.581,4,1,0,4,5,259,435,439,1869,0.619584055459272,1.39675717913655,-0.622395833333333,0.928772461571769
"180",60,365671.4108,4303945.581,3,6,0,4,5,259,435,439,1869,0.619584055459272,1.39675717913655,-0.622395833333333,0.928772461571769
"181",63,365673.0845,4303917.944,3,3,0,4,5,250,446,417,2081,0.66613290632506,1.53675655707425,-0.647012267510882,0.998599719943989
"182",64,365672.9292,4303918.925,3,3,0,4,5,250,446,417,2081,0.66613290632506,1.53675655707425,-0.647012267510882,0.998599719943989
"183",65,365675.8212,4303903.531,1,2,0,5,4,236,394,419,1724,0.608959402706486,1.32245642480746,-0.62795089707271,0.912800186523665
"184",66,365675.8461,4303902.374,1,2,0,5,4,236,394,419,1724,0.608959402706486,1.32245642480746,-0.62795089707271,0.912800186523665
"185",67,365674.6742,4303902.477,1,2,0,5,4,236,394,419,1724,0.608959402706486,1.32245642480746,-0.62795089707271,0.912800186523665
"186",68,365674.5052,4303903.384,1,2,0,5,4,236,394,419,1724,0.608959402706486,1.32245642480746,-0.62795089707271,0.912800186523665
"187",69,365679.3291,4303891.203,2,0,0,5,6,236,394,419,1724,0.608959402706486,1.32245642480746,-0.62795089707271,0.912800186523665
"188",70,365679.2558,4303890.119,2,0,0,5,6,236,394,419,1724,0.608959402706486,1.32245642480746,-0.62795089707271,0.912800186523665
"189",71,365678.4592,4303890.003,2,0,0,5,6,236,394,419,1724,0.608959402706486,1.32245642480746,-0.62795089707271,0.912800186523665
"190",72,365678.4972,4303890.865,2,0,0,5,6,236,394,419,1724,0.608959402706486,1.32245642480746,-0.62795089707271,0.912800186523665
"191",81,365677.5484,4303815.197,3,0,0,4,1,212,302,331,1352,0.606654783125371,1.46107613050944,-0.634824667472793,0.909171861086376
"192",82,365677.512,4303814.014,3,0,0,4,1,212,302,331,1352,0.606654783125371,1.46107613050944,-0.634824667472793,0.909171861086376
"193",83,365676.5417,4303814.149,3,0,0,4,1,212,302,331,1352,0.606654783125371,1.46107613050944,-0.634824667472793,0.909171861086376
"194",84,365676.4647,4303815.027,3,0,0,4,1,212,302,331,1352,0.606654783125371,1.46107613050944,-0.634824667472793,0.909171861086376
"195",85,365676.3402,4303797.053,3,0,0,4,1,212,302,331,1352,0.606654783125371,1.46107613050944,-0.634824667472793,0.909171861086376
"196",86,365676.7038,4303796.153,3,0,0,4,1,212,302,331,1352,0.606654783125371,1.46107613050944,-0.634824667472793,0.909171861086376
"197",87,365675.2093,4303796.116,3,0,0,4,1,212,302,331,1352,0.606654783125371,1.46107613050944,-0.634824667472793,0.909171861086376
"198",88,365675.2037,4303796.898,3,0,0,4,1,212,302,331,1352,0.606654783125371,1.46107613050944,-0.634824667472793,0.909171861086376
"199",89,365865.8257,4304043.48,0,0,6,0,0,276,461,428,1663,0.590626494500239,1.42939814814815,-0.565913370998117,0.885304659498208
"200",90,365865.5223,4304042.596,0,0,6,0,0,276,461,428,1663,0.590626494500239,1.42939814814815,-0.565913370998117,0.885304659498208
